parent_cell,parent_x,parent_y,parent_z,daughter1,daughter2,birth_time,cell_size,size_category,time_category,generation
ABplpapaap,337.2460941875,227.8370881625,14.4068823575,SIADL,SIBVL,300.0,407.24958569205904,medium,mid,9
ABpraaapap,269.249792825,282.2089673,15.5060780975,ABpraaapapp,ABpraaapapa,300.0,390.35597935577164,medium,mid,9
ABprapappp,514.6906250875,266.2558568625,15.15000404375,ABprapapppa,ABprapapppp,300.0,579.6793454049155,large,mid,9
ABprpaapaa,288.57948955,284.2458635125,15.01078260125,AVBR,RIVR,300.0,405.33832326490835,medium,mid,9
ABprpaappa,334.0230949125,286.6140100375,15.13622495125,RIBR,ASHR,300.0,440.3954177673469,medium,mid,9
ABprpapaap,358.83361925,274.35153145,14.40279528125,SIBVR,SIADR,300.0,451.92673037222295,medium,mid,9
MSaaaapp,270.038843375,252.1202626125,15.34984024375,MSaaaappa,m7D,300.0,369.7583282991911,medium,mid,9
MSaaaapp,0.0,0.0,0.0,MSaaaappa,m7D,300.0,0.0,small,mid,9
MSaaapap,280.5681154,250.5226245625,14.84189768375,mc3DL,m8,300.0,376.4310490961737,medium,mid,9
MSaaapap,282.9209677,252.8112903,14.17951613,mc3DL,m8,300.0,379.6826057974427,medium,mid,9
MSpaaapp,288.6489226,261.6942144625,15.19626358375,m6D,m5DR,300.0,389.9140787765845,medium,mid,9
ABalapppaa,213.5307424,264.7664512,15.74956040875,ALA,RMED,303.0,340.50653486241055,medium,mid,9
ABprpaapap,312.9236718,288.1156801,15.15493423875,AMsoR,CEMVR,303.0,425.6307572580493,medium,mid,9
ABalpaappa,214.9091587125,236.136320875,14.66821826875,arc post VL,arc ant DL,305.0,319.6270720106092,small,mid,0
ABalpapapp,306.1323315,231.578593225,14.336611865,SMBVL,ABalpapappa,305.0,384.12392228220256,medium,mid,0
ABalppaapp,243.5939562375,224.9483347875,15.00085445875,CEPsoVL,ABalppaappa,305.0,331.9108230739077,medium,mid,9
ABalpppapa,244.7220788875,223.5516999875,15.17732461125,RMDL,AFDL,305.0,331.8050777861548,medium,mid,9
ABaraaappa,234.8780345,263.7465399,14.6508790375,arc post D,arc post VR,305.0,353.47500145891075,medium,mid,0
ABaraappaa,231.930431775,259.164499975,14.77319720375,MI,m1DR,305.0,348.1037353810651,medium,mid,0
ABarappaaa,290.5475652875,266.207686225,14.53336834125,ABarappaaap,RIPR,305.0,394.3293530731697,medium,mid,9
ABplapappp,501.222905625,238.5284407,15.18711331625,ABplapapppp,ABplapapppa,305.0,555.293495871167,large,mid,9
ABplpaaapa,290.3975390875,221.3599106,14.90906987375,URAVL,CEPshVL,305.0,365.4493413503662,medium,mid,9
ABplpaapaa,272.1563383125,223.6297124875,15.0120276825,AVBL,RIVL,305.0,352.56869084768437,medium,mid,9
ABplpapaaa,313.5575400875,229.9741020625,14.37072512875,AIYL,SMDDL,305.0,389.1181521156568,medium,mid,9
ABplppaapp,390.7558466625,227.618696225,14.65098127125,AIAL,DB6,305.0,452.4544770739997,medium,mid,0
ABpraaaapa,264.10237055,284.9446097875,15.1707635175,RMDR,AFDR,305.0,388.81055135217724,medium,mid,9
ABpraapaaa,243.23726835,280.486098675,15.9116217925,ILsoDR,hyp3,305.0,371.604628566921,medium,mid,9
ABprapaaap,385.17438245,278.636260425,15.32360049625,ABprapaaapa,RMGR,305.0,475.638815963895,medium,mid,9
ABprpapaaa,334.1566464875,272.7257586375,14.3632557775,SMDDR,AIYR,305.0,431.56263384670115,medium,mid,9
ABprppaapp,409.5426891875,271.32507795,14.79060648875,AIAR,DB7,305.0,491.4888342900659,medium,mid,9
MSpaapap,294.452425725,264.781950375,14.9103102475,vpi1,mc3DR,305.0,396.2751942923028,medium,mid,9
ABplapaaap,368.6219505,237.0900050625,15.41546723,ABplapaaapa,RMGL,306.0,438.5560962076345,medium,mid,9
ABplapaaaa,344.2781827125,238.776617025,15.33330202875,ABplapaaaap,ABplapaaaaa,307.0,419.257498538583,medium,mid,9
ABprppappa,422.3986230625,276.7513650875,14.90786058125,RIGR,DD2,307.0,505.2070458237896,medium,mid,9
ABarapapaa,289.5874098375,258.0181299375,14.22876545125,ABarapapaap,ABarapapaaa,308.0,388.1194160037649,medium,mid,9
ABplppappa,406.4267528875,227.71476405,14.926263405,DD1,RIGL,308.0,466.1110517551151,medium,mid,0
ABalaaaarl,0.0,0.0,0.0,ABalaaaarla,RMEL,310.0,0.0,small,mid,0
ABalaaaarr,0.0,0.0,0.0,RMER,ABalaaaarra,310.0,0.0,small,mid,0
ABalaapppa,211.043232285714,272.0702231,15.3438337742857,RIAR,ABalaapppap,310.0,344.6692406150838,medium,mid,9
ABalpapaap,265.1687058125,237.3026142875,14.289522855,ABalpapaapp,arc ant V,310.0,356.1336318762688,medium,mid,0
ABarapppppa,311.90909092,313.1023173,14.3237076654,IL1VR,ABarapppppap,310.0,442.18266666441656,medium,mid,10
ABplaapaaa,235.647116825,236.3803365625,15.94370385875,ILsoDL,hyp3,310.0,334.1547977720378,medium,mid,9
ABplaapapa,277.38419835,228.689588,15.74676905125,AWAL,ASGL,310.0,359.8456361961825,medium,mid,9
ABplapppaa,454.7286852125,233.345769775,15.29006780125,PVQL,ABplapppaap,310.0,511.3337575403594,medium,mid,9
ABplpaapap,295.49823555,220.26366045,15.15130674875,AMsoL,CEMVL,310.0,368.8696916584377,medium,mid,9
ABplppaapa,364.7661921625,225.632378225,14.655504535,ABplppaapaa,RIML,310.0,429.16095915329333,medium,mid,0
ABpraapapa,291.894194975,286.6171346,15.84442331125,AWAR,ASGR,310.0,409.3930246798105,medium,mid,9
ABprapaaaa,361.994441875,281.0437966625,15.33521981125,ABprapaaaaa,ABprapaaaap,310.0,458.54199432279347,medium,mid,9
ABprpaaapa,308.222073875,282.2228175125,15.04016087875,URAVR,CEPshVR,310.0,418.18270168403484,medium,mid,9
Cappaa,442.1926999375,240.07421575,14.95641489875,mu bod,mu bod,310.0,503.3822675587778,medium,mid,8
Cpppaa,451.214236925,265.71219865,15.21766898,mu bod,mu bod,310.0,523.8595590083395,large,mid,8
ABalpppaaa,220.9052029125,226.905042975,15.30700893,AVEL,OLQshVL,315.0,317.04780668486336,small,mid,0
ABarappaap,315.9331185375,265.1610590125,14.4289441925,hyp1V,ABarappaapp,315.0,412.7133594105851,medium,mid,9
ABarpaaapa,245.425540925,262.134054775,15.86403348625,CEPshDR,OLQshDR,315.0,359.44349537801406,medium,mid,9
ABplppapap,388.3099489375,224.8747697375,14.87725021375,DA4,DA2,315.0,448.97061271564314,medium,mid,0
ABpraaaaaa,240.3684749625,284.0425356375,15.0949523675,AVER,OLQshVR,315.0,372.4043815453244,medium,mid,9
ABprapppaa,468.4833209375,269.9279042,15.4640890225,PVQR,ABprapppaap,315.0,540.9037192622444,large,mid,9
ABprppaapa,383.4055972625,273.55661895,14.8164455925,RIMR,ABprppaapaa,315.0,471.22457792815237,medium,mid,9
ABprppapap,403.656474975,277.30559195,14.99167780375,DA5,DA3,315.0,489.96090815426714,medium,mid,9
ABalaaaalp,0.0,0.0,0.0,ABalaaaalpa,ILshL,317.0,0.0,small,mid,0
ABalaapaap,227.373112942857,268.892160614286,14.6311100342857,ABalaapaapa,ILshR,317.0,352.4423299065814,medium,mid,9
ABalapaapa,203.0554224,239.908025075,15.42731863375,RIAL,ABalapaapap,317.0,314.6829630305023,small,mid,9
ABalpapppa,289.2370434875,243.05125485,14.4177231075,ABalpapppap,I1L,318.0,378.0738691699734,medium,mid,9
ABarapaaaa,255.8151487375,255.3968112375,14.67581452375,e3VR,m2VR,318.0,361.779354090042,medium,mid,0
ABarapappa,304.54717725,256.2111205875,14.48647173,ABarapappap,I1R,318.0,398.249895601781,medium,mid,9
ABalpaaaaa,212.8527471875,245.8930726625,14.5935837575,m2VL,e3VL,320.0,325.549793204601,medium,mid,0
ABalpaaaap,238.719895925,246.4375151875,14.55283715625,m1VL,ABalpaaaapp,320.0,343.40999209622373,medium,mid,0
ABalpppaap,231.9203245875,226.2306738125,15.58593103625,OLLshL,ABalpppaapv,320.0,324.3613355144165,medium,mid,0
ABaraapppp,306.4971675625,259.3030009875,14.7213627175,M3R,M2R,320.0,401.74031234768916,medium,mid,0
ABarapaaap,275.4821419125,255.428445825,14.57096545125,m1VR,ABarapaaapp,320.0,375.96065549928926,medium,mid,0
ABarpaaaaa,214.76866005,261.1069695625,16.11115789875,OLQsoDL,OLQsoDR,320.0,338.47008184272835,medium,mid,9
ABarpaaaap,235.7948639125,254.9929298,16.00684542625,CEPshDL,OLQshDL,320.0,347.67345483370167,medium,mid,9
ABarpapaaa,233.064828775,272.9131256875,16.21418838,URADR,CEMDR,320.0,359.25435068940135,medium,mid,9
ABplaaaaaa,228.9490932625,246.021664925,16.17089487,CEMDL,URADL,320.0,336.4607625847129,medium,mid,9
ABplppappp,432.7533401,229.3548899875,14.8884306525,DD3,DD5,320.0,490.0008003015697,medium,mid,0
ABprppappp,449.8560221625,275.6275193625,15.030996185,DD6,DD4,320.0,527.794373740481,large,mid,9
MSpaaapa,260.167990475,263.9755564875,15.27117389625,M5,I6,320.0,370.94970877850074,medium,mid,9
Capaaa,406.5180164125,238.4653414,14.93608924875,mu bod,mu bod,322.0,471.5354742530182,medium,mid,8
Cappap,461.7716345125,241.131799975,14.83170089125,mu bod,mu bod,322.0,521.1502343382922,large,mid,8
Capppa,482.4376588625,241.6205799125,15.0826916525,mu bod,mu bod,322.0,539.7722546717895,large,mid,8
Cppaaa,424.4039866,264.6075916,14.8188005,mu bod,mu bod,322.0,500.35539191916797,medium,mid,8
Cpppap,475.8712328625,263.2379428125,14.976535855,mu bod,mu bod,322.0,544.0330333982017,large,mid,8
Cppppa,490.493075875,261.2426913,14.94806100375,mu bod,mu bod,322.0,555.9268349043401,large,mid,8
ABalaaaala,0.0,0.0,0.0,ABalaaaalar,AINL,325.0,0.0,small,mid,0
ABalaapaaa,201.613902171429,264.952550614286,14.8197718685714,ABalaapaaal,AINR,325.0,333.2681281851639,medium,mid,9
ABalappapa,196.337502925,268.174439825,15.47599257,ABalappapap,AVHR,325.0,332.72428762611185,medium,mid,9
ABaraaaaaa,197.411485725,254.0341153,14.7668581625,e1VL,m1L,325.0,322.060066652786,medium,mid,0
ABaraaaapa,207.3605037875,257.635996,14.83144361625,e1D,ABaraaaapaa,325.0,331.05083701096396,medium,mid,9
ABaraapapp,283.1968595875,247.9535186625,14.63484431,M2L,M3L,325.0,376.6903069702151,medium,mid,0
ABpraaaaap,254.85330205,287.346327475,15.293456375,OLLshR,ABpraaaaapv,325.0,384.3852329201169,medium,mid,9
Capapa,440.4697373375,240.9489884625,14.88916849875,mu bod,mu bod,325.0,502.28646397235553,medium,mid,8
Cppapa,443.9930557625,261.78469845,14.86133068625,mu bod,mu bod,325.0,515.637392997876,large,mid,8
MSpaapaa,265.9657408375,264.0525457625,15.04987657875,MSpaapaap,M1,325.0,375.0840185984108,medium,mid,9
Caapa,511.020026475,249.72994475,15.31788426625,DVC,Caapap,330.0,568.9825571506933,large,mid,7
ABaraaaaap,216.05380325,260.84542465,14.85744037125,e1VR,m1R,330.0,339.0285017428679,medium,mid,0
ABplpppaapa,563.3648025,269.5357143,15.4907991886667,PVCL,LUAL,330.0,624.7154286861969,large,mid,1
Capaap,423.476238325,247.0627084125,14.73701584875,mu bod,mu bod,330.0,490.4990172774442,medium,mid,8
Capapp,455.3003498625,245.72682065,14.70767445875,mu bod,mu bod,330.0,517.5870889615165,large,mid,8
Capppp,479.4749927125,247.8481163125,14.65821311875,mu bod,mu bod,330.0,539.9442754656643,large,mid,8
Cppaap,443.3877492375,259.4853679625,14.73790423375,mu bod,mu bod,330.0,513.9480111662398,large,mid,8
Cppapp,460.386079925,254.5277788125,14.62135195125,mu bod,mu bod,330.0,526.263733035838,large,mid,8
Cppppp,491.3995387375,253.35975535,14.8067006075,mu bod,mu bod,330.0,553.0677270328831,large,mid,8
MSpaaaaa,216.10002335,262.9460553375,15.13483564625,MSpaaaaap,M4,330.0,340.6888776574034,medium,mid,9
ABalapaaaa,188.9576708,247.223869975,15.27418264875,AVHL,ABalapaaaap,335.0,311.54123947747956,small,mid,9
ABalpaaapp,265.4827939625,242.74293445,14.61010345,MCL,ABalpaaappa,337.0,360.0259730052152,medium,mid,0
ABalappaap,196.3190119375,258.1782474375,15.60735169,ABalappaapp,RID,340.0,324.71641677745606,medium,late,9
ABarapaapa,261.1912871875,256.8151815875,14.548653735,m2R,ABarapaapap,340.0,366.5877648285396,medium,late,0
Dappa,408.9923808375,236.096441325,15.42467430875,mu bod,mu bod,340.0,472.49784948398104,medium,late,8
Dpppa,404.4281936625,276.1415767625,15.1223468425,mu bod,mu bod,340.0,489.9438943593615,medium,late,8
MSaapppa,365.7540003125,224.6740270625,14.01671504875,mu bod,mu bod,340.0,429.47744467181866,medium,late,9
ABalpaaapa,243.9557346875,242.465399725,14.61057113625,m2L,ABalpaaapap,342.0,344.2634737227424,medium,late,0
ABalppppppa,270.982220585714,220.959500057143,15.6683119385714,ABalppppppap,ASEL,342.0,349.99994362581197,medium,late,1
ABalppppppp,294.813380942857,212.266354257143,15.9057028114286,AUAL,ASJL,342.0,363.62745511650047,medium,late,1
MSpapppa,387.689586642857,264.269570657143,14.6420629528571,mu bod,mu bod,345.0,469.4209321857468,medium,late,9
ABpraaapppa,286.648759328571,301.541480885714,15.7497444914286,ASER,ABpraaapppap,350.0,416.344605310197,medium,late,10
ABpraaapppp,307.681726785714,312.636579414286,16.5453758214286,AUAR,ASJR,350.0,438.9572020673271,medium,late,10
MSaaaaaa,199.1234723875,253.7780781,15.11830084875,GLRDL,GLRDR,350.0,322.9272877914446,medium,late,9
MSaaaaaa,0.0,0.0,0.0,GLRDL,GLRDR,350.0,0.0,small,late,9
MSaaaaapa,163.784523816667,255.547222233333,15.97515873,I3,g1P,350.0,303.94894099087355,small,late,10
MSaapapa,322.425540425,245.128144725,14.5163412625,g2L,MSaapapap,350.0,405.28602322103734,medium,late,9
MSpapapa,345.0988499375,254.281812675,14.2858600175,MSpapapap,g2R,355.0,428.90155313534194,medium,late,9
Ealaa,317.06295415,249.1490537125,15.01746750625,int1DL,int1VL,360.0,403.52161304007063,medium,late,7
Earaa,322.9341672625,261.8603508,14.86689327125,int1DR,int1VR,360.0,416.02685516942546,medium,late,7
Dappp,443.8451130375,233.9233333625,14.930511145,mu bod,mu bod,360.0,501.93777544805835,medium,late,8
Dpppp,446.3487174,271.2157985125,14.417805305,mu bod,mu bod,360.0,522.4873778353033,large,late,8
MSpapppp,411.6451719,260.675868271429,14.2765932042857,mu bod,mu bod,365.0,487.4499738036351,medium,late,9
MSaapppp,398.5687151,226.9698386625,13.9978575225,mu bod,mu bod,370.0,458.87718218949004,medium,late,9
MSapaaaa,223.1369071125,241.8583124875,15.03236479875,GLRVL,GLRL,370.0,329.4108295525154,medium,late,9
Eplpp,477.4897414375,250.7863692875,15.04524707125,int8L,int9L,375.0,539.5522362643786,large,late,7
ABalpppappp,196.80086206,134.9952299,17.434051724,ASKL,ABalpppapppp,375.0,239.28693562923175,small,late,10
ABarpapaapp,214.01825395,321.45198415,24.2899603175,URXR,CEPDR,380.0,386.9433980700592,medium,late,10
ABplaaaaapp,221.686549725,213.70526315,23.1541812875,URXL,CEPDL,380.0,308.7895431164729,small,late,10
MSaapaapa,311.832094016667,229.667820516667,14.949188035,g1AL,MSaapaapap,380.0,387.5694013497469,medium,late,10
MSpapaapa,331.323931633333,282.006623933333,14.597884615,g1AR,MSpapaapap,380.0,435.3347928324575,medium,late,10
ABalpappaap,233.20555555,245.60925925,10.704444445,ABalpappaapp,I2L,385.0,338.8559052157627,medium,late,10
ABarapapaap,237.33333335,275.25,12.496666665,I2R,ABarapapaapp,385.0,363.65621168455016,medium,late,10
ABpraaaappp,224.5781818,365.14545455,15.257454545,ABpraaaapppp,ASKR,385.0,428.951457205023,medium,late,10
ABalapappaa,158.208536866667,239.27833255,15.8583656616667,IL1DL,ABalapappaap,390.0,287.2900090968341,small,late,10
ABalappppaa,152.40974024,268.33492064,15.3459379516,IL1DR,ABalappppaap,390.0,308.9787312526766,small,late,1
ABalpapapap,279.257716033333,200.851851866667,7.75740740733333,SMBDL,ABalpapapapa,390.0,344.0734161950129,medium,late,1
ABpraapappp,265.097222233333,305.625,16.126388889,ABpraapapppp,ASIR,395.0,404.89904702212925,medium,late,10
ABprapapppp,597.928024066667,259.993842366667,14.7443760266667,ABprapappppa,ABprapappppp,395.0,652.1749126248784,large,late,10
ABalapaappa,124.7777778,191.9722222,15.7888888866667,IL1L,ABalapaappap,397.0,229.50406737438848,small,late,10
ABplaapappp,241.224358966667,256.406517083333,14.7800747861667,ABplaapapppp,ASIL,400.0,352.3520171254446,medium,late,10
ABplapapppp,603.258610966667,241.653177733333,17.62824205,ABplapappppa,ABplapappppp,400.0,650.0984271107135,large,late,10
ABplpaapppp,299.132653057143,201.741322161429,14.9867085285714,ABplpaappppp,CEPVL,400.0,361.1156416232436,medium,late,10
ABarappapap,335.854545466667,338.5860606,12.5467272733333,SMBDR,ABarappapapa,405.0,477.07045235323443,medium,late,10
ABplapppapp,557.160640733333,230.706865,15.5006229333333,PHBL,HSNL,405.0,603.2361945803881,large,late,10
ABpraaapapa,177.4285714,364.7619048,22.14761905,OLLR,ABpraaapapap,405.0,406.229814479382,medium,late,10
ABprapppapp,557.9912281,230.5593395,17.631527345,PHBR,HSNR,405.0,604.0055384048559,large,late,10
ABplppaaaap,339.87442925,134.47097195,13.74520548,ABplppaaaapa,RICL,408.0,365.7676866931774,medium,late,10
ABprpaaappa,316.48333335,375.975,9.76,ABprpaaappap,OLQVR,408.0,491.5426314302018,medium,late,10
ABprpaapppp,322.337837833333,394.864864866667,11.3238738733333,CEPVR,ABprpaappppp,408.0,509.8511285902371,medium,late,10
ABalppapppa,243.43977776,220.29555556,11.4443,IL1VL,ABalppapppap,410.0,328.5179282745726,medium,late,1
ABalppppapa,205.552328783333,201.120785083333,17.6089969116667,ABalppppapap,OLLL,410.0,288.117001985344,small,late,1
ABaraapapaa,229.198073314286,247.586679757143,14.5988902185714,NSML,ABaraapapaad,415.0,337.704084073262,medium,late,1
ABaraapppaa,266.228864971429,276.340028928571,14.7476126085714,NSMR,ABaraapppaad,415.0,384.0040523352212,medium,late,1
ABplpaaappa,244.25,184.770833325,12.00833333325,ABplpaaappap,OLQVL,415.0,306.5004460307642,small,late,10
ABplppapaaa,379.6267974,135.4006536,13.60140523,SABVL,RIFL,415.0,403.2801018197135,medium,late,1
ABprppapaaa,420.48406,302.7939522,15.3101734633333,SABVR,RIFR,415.0,518.3873297202168,large,late,10
ABplapaaaap,367.40284076,224.55968028,15.425410097,ADAL,ADEL,425.0,430.87102557799636,medium,late,10
ABplapaaapa,370.942000075,209.3077499,15.38719449,AIZL,FLPL,425.0,426.1976857540586,medium,late,10
ABprapaaaap,348.945075766667,232.261904766667,7.124107143,ADAR,ADER,425.0,419.236223637975,medium,late,10
ABprapaaapa,371.135785725,278.6988824,14.13715066,AIZR,FLPR,425.0,464.34329706102756,medium,late,10
ABarppaapp,420.773092625,240.85749215,15.8259716425,BDUL,ALML,435.0,485.0904950423409,medium,late,9
ABarpppapp,420.947140975,275.75236605,15.64305791125,BDUR,ALMR,435.0,503.4685373864135,medium,late,9
MSppapaa,274.7147701125,276.88620325,15.11669629875,ccAR,ccPR,440.0,390.3366354509306,medium,late,9
ABprapappppa,0.0,0.0,0.0,ALNR,PLMR,475.0,0.0,small,late,11
ABplapappppa,0.0,0.0,0.0,PLML,ALNL,485.0,0.0,small,late,11
ABprapapaa,473.377613775,274.7381426125,15.421221375,QR,V5R,730.0,547.5447253861333,large,late,9
ABplapapaa,465.787268971429,235.667014357143,15.6855345985714,QL,V5L,735.0,522.2477932816138,large,late,9
ABplapapaa,442.2370572,228.9155313,14.40354223,QL,V5L,735.0,498.1800851700605,medium,late,9
